Project,Module,File,GT,TFIDF,TFIDF Score,LLMProb,LLMProb Score,LLMAssign
teammates,UI,src/main/java/teammates/ui/output/CourseArchiveData.java,UM,UM,1,UM,30,UM
teammates,UI,src/main/java/teammates/common/datatransfer/TeamEvalResult.java,DM,DM,62.87,DM,95,DM
teammates,UI,src/e2e/java/teammates/e2e/cases/axe/InstructorCourseStudentDetailsPageAxeTest.java,DM,DM,117.48,DM,100,DM
teammates,UI,src/main/java/teammates/ui/webapi/FeedbackSessionClosedRemindersAction.java,UM,DM,82.32,UM,15,UM
teammates,UI,src/main/java/teammates/ui/webapi/GetFeedbackResponseCommentAction.java,UM,DM,75.74,DM,80,UM
teammates,UI,src/main/java/teammates/ui/webapi/SendErrorReportAction.java,UM,UM,10.61,UM,20,UM
teammates,UI,src/e2e/java/teammates/e2e/pageobjects/IanaTimezonePage.java,DM,DM,98.08,DM,100,DM
teammates,UI,src/main/java/teammates/common/datatransfer/questions/FeedbackConstantSumResponseDetails.java,DM,DM,86.28,DM,100,DM
teammates,UI,src/main/java/teammates/ui/webapi/StudentSearchIndexingWorkerAction.java,UM,DM,72.97,DM,70,UM
teammates,UI,src/main/java/teammates/logic/external/SendgridService.java,DM,DM,69.96,DM,80,DM
teammates,UI,src/main/java/teammates/common/util/Const.java,DM,DM,68.09,DM,90,DM
teammates,UI,src/main/java/teammates/ui/webapi/InstructorSearchIndexingWorkerAction.java,UM,DM,72.97,UM,20,UM
teammates,UI,src/main/java/teammates/ui/webapi/DeleteStudentAction.java,UM,DM,77.82,DM,60,UM
teammates,UI,src/main/java/teammates/ui/output/FeedbackQuestionRecipientsData.java,UM,UM,1,DM,80,UM
teammates,UI,src/main/java/teammates/ui/webapi/SearchStudentsAction.java,UM,DM,76.8,UM,20,UM
teammates,UI,src/e2e/java/teammates/e2e/cases/AdminNotificationsPageE2ETest.java,DM,DM,101.66,DM,100,DM
teammates,UI,src/main/java/teammates/ui/webapi/GetFeedbackResponsesAction.java,UM,DM,76.42,DM,70,UM
teammates,UI,src/main/java/teammates/ui/servlets/HealthCheckServlet.java,UM,UM,1,UM,15,UM
teammates,UI,src/e2e/java/teammates/e2e/pageobjects/InstructorFeedbackSessionsPage.java,DM,DM,76.35,DM,100,DM
teammates,UI,src/main/java/teammates/ui/webapi/UpdateInstructorPrivilegeAction.java,UM,DM,84.37,DM,80,UM
teammates,UI,src/client/java/teammates/client/scripts/statistics/StatisticsBundle.java,DM,DM,125.66,DM,70,DM
teammates,UI,src/main/java/teammates/ui/webapi/CreateFeedbackQuestionAction.java,UM,DM,69.59,UM,0,UM
teammates,UI,src/e2e/java/teammates/e2e/cases/AdminSessionsPageE2ETest.java,DM,DM,116.86,DM,95,DM
teammates,UI,src/main/java/teammates/ui/webapi/FeedbackSessionOpeningSoonRemindersAction.java,UM,DM,82.32,UM,5,UM
teammates,UI,src/main/java/teammates/storage/search/InstructorSearchDocument.java,DM,DM,108.57,DM,100,DM
teammates,UI,src/main/java/teammates/ui/output/package-info.java,UM,UM,1,UM,10,UM
teammates,UI,src/main/java/teammates/ui/output/CommentVisibilityType.java,UM,UM,1,DM,90,UM
teammates,UI,src/main/java/teammates/common/datatransfer/FeedbackSessionLogEntry.java,DM,DM,86.79,DM,100,DM
teammates,UI,src/main/java/teammates/storage/api/AccountsDb.java,DM,DM,105.18,DM,95,DM
teammates,UI,src/main/java/teammates/storage/api/FeedbackResponsesDb.java,DM,DM,81.46,DM,100,DM
teammates,UI,src/e2e/java/teammates/e2e/cases/InstructorCoursesPageE2ETest.java,DM,DM,106.9,DM,100,DM
teammates,UI,src/main/java/teammates/ui/webapi/ActionFactory.java,UM,UM,9.54,UM,30,UM
teammates,UI,src/main/java/teammates/common/datatransfer/attributes/FeedbackResponseAttributes.java,DM,DM,71.75,DM,95,DM
teammates,UI,src/main/java/teammates/storage/entity/Instructor.java,DM,DM,101.66,DM,95,DM
teammates,UI,src/main/java/teammates/storage/search/SearchManager.java,DM,DM,129,DM,85,DM
teammates,UI,src/main/java/teammates/ui/output/FeedbackSessionLogEntryData.java,UM,UM,2,UM,40,UM
teammates,UI,src/main/java/teammates/ui/webapi/DeleteNotificationAction.java,UM,DM,68.54,UM,10,UM
teammates,UI,src/main/java/teammates/ui/webapi/UpdateFeedbackQuestionAction.java,UM,DM,73.13,DM,60,UM
teammates,UI,src/main/java/teammates/storage/entity/UsageStatistics.java,DM,DM,107.5,DM,90,UM
teammates,UI,src/e2e/java/teammates/e2e/pageobjects/StudentHomePage.java,DM,DM,96.5,DM,100,DM
teammates,UI,src/main/java/teammates/ui/webapi/AdminExceptionTestAction.java,UM,UM,8.14,DM,55,UM
teammates,UI,src/main/java/teammates/common/datatransfer/logs/RequestLogDetails.java,DM,DM,83.65,DM,85,DM
teammates,UI,src/main/java/teammates/logic/api/TaskQueuer.java,DM,DM,71.61,DM,95,DM
teammates,UI,src/main/java/teammates/common/datatransfer/NotificationStyle.java,DM,DM,89.82,DM,100,DM
teammates,UI,src/main/java/teammates/ui/webapi/GetAccountRequestAction.java,UM,DM,67.32,UM,20,UM
teammates,UI,src/main/java/teammates/ui/request/SendEmailRequest.java,UM,UM,1,DM,100,UM
teammates,UI,src/main/java/teammates/ui/request/FeedbackSessionRespondentRemindRequest.java,UM,UM,1.09,DM,70,UM
teammates,UI,src/main/java/teammates/ui/webapi/GateKeeper.java,UM,UM,29.92,DM,90,DM
teammates,UI,src/main/java/teammates/common/datatransfer/logs/FeedbackSessionLogType.java,DM,DM,87.81,DM,95,DM
teammates,UI,src/e2e/java/teammates/e2e/cases/InstructorCourseJoinConfirmationPageE2ETest.java,DM,DM,116,DM,100,DM
teammates,UI,src/main/java/teammates/ui/webapi/EnrollStudentsAction.java,UM,DM,77.08,UM,20,UM
teammates,UI,src/e2e/java/teammates/e2e/util/RetryManager.java,DM,DM,92.18,DM,75,DM
teammates,UI,src/main/java/teammates/ui/webapi/SendJoinReminderEmailAction.java,UM,DM,74.76,DM,80,UM
teammates,UI,src/e2e/java/teammates/e2e/pageobjects/AdminAccountsPage.java,DM,DM,91.85,DM,100,DM
teammates,UI,src/main/java/teammates/common/datatransfer/UserInfo.java,DM,DM,86.92,DM,90,DM
teammates,UI,src/e2e/java/teammates/e2e/cases/InstructorStudentListPageE2ETest.java,DM,DM,93.23,DM,100,DM
teammates,UI,src/e2e/java/teammates/e2e/cases/axe/FeedbackSubmitPageAxeTest.java,DM,DM,117.8,DM,95,DM
teammates,UI,src/e2e/java/teammates/e2e/cases/InstructorFeedbackReportPageE2ETest.java,DM,DM,92.91,DM,100,DM
teammates,UI,src/main/java/teammates/common/datatransfer/logs/LogSeverity.java,DM,DM,86.92,DM,100,DM
teammates,UI,src/e2e/java/teammates/e2e/cases/InstructorNotificationsPageE2ETest.java,DM,DM,109.73,DM,100,DM
teammates,UI,src/main/java/teammates/logic/api/EmailSender.java,DM,DM,82.55,DM,95,DM
teammates,UI,src/main/java/teammates/common/exception/SearchServiceException.java,DM,DM,85.85,DM,95,DM
teammates,UI,src/main/java/teammates/ui/output/ResponseVisibleSetting.java,UM,UM,3.69,UM,20,UM
teammates,UI,src/main/java/teammates/ui/output/FeedbackResponsesData.java,UM,UM,1,UM,30,UM
teammates,UI,src/main/java/teammates/ui/request/NotificationUpdateRequest.java,UM,UM,1,DM,90,UM
teammates,UI,src/e2e/java/teammates/e2e/cases/StudentNotificationsPageE2ETest.java,DM,DM,109.73,DM,100,DM
teammates,UI,src/main/java/teammates/ui/output/InstructorsData.java,UM,UM,1,UM,40,UM
teammates,UI,src/main/java/teammates/ui/request/FeedbackSessionUpdateRequest.java,UM,UM,1.44,DM,80,UM
teammates,UI,src/main/java/teammates/logic/external/LogService.java,DM,DM,73.54,DM,90,DM
teammates,UI,src/main/java/teammates/common/datatransfer/questions/FeedbackMsqQuestionDetails.java,DM,DM,69.85,DM,85,DM
teammates,UI,src/main/java/teammates/ui/webapi/GetNotificationAction.java,UM,DM,68.05,UM,10,UM
teammates,UI,src/main/java/teammates/ui/output/NumberOfEntitiesToGiveFeedbackToSetting.java,UM,UM,3.7,UM,20,UM
teammates,UI,src/main/java/teammates/common/datatransfer/InstructorPrivilegesLegacy.java,DM,DM,86.86,DM,90,DM
teammates,UI,src/main/java/teammates/storage/api/StudentsDb.java,DM,DM,80.16,DM,100,DM
teammates,UI,src/main/java/teammates/common/util/EmailType.java,DM,DM,76.65,DM,90,DM
teammates,UI,src/e2e/java/teammates/e2e/pageobjects/HomePage.java,DM,DM,98.44,DM,100,DM
teammates,UI,src/main/java/teammates/storage/api/FeedbackSessionsDb.java,DM,DM,81.57,DM,95,DM
teammates,UI,src/e2e/java/teammates/e2e/util/BackDoor.java,DM,DM,95.44,DM,90,DM
teammates,UI,src/main/java/teammates/ui/request/FeedbackResponseCommentUpdateRequest.java,UM,UM,1,DM,80,UM
teammates,UI,src/e2e/java/teammates/e2e/cases/SystemErrorEmailReportE2ETest.java,DM,DM,104.88,DM,100,DM
teammates,UI,src/main/java/teammates/storage/entity/package-info.java,DM,DM,114.25,DM,100,DM
teammates,UI,src/main/java/teammates/ui/output/FeedbackQuestionsData.java,UM,UM,1,UM,30,UM
teammates,UI,src/main/java/teammates/ui/webapi/DeleteInstructorAction.java,UM,DM,77.7,UM,40,UM
teammates,UI,src/main/java/teammates/ui/webapi/GetActionClassesAction.java,UM,UM,15.3,UM,40,UM
teammates,UI,src/main/java/teammates/storage/entity/FeedbackResponseComment.java,DM,DM,98.26,DM,95,DM
teammates,UI,src/main/java/teammates/logic/api/LogsProcessor.java,DM,DM,90.58,DM,100,DM
teammates,UI,src/main/java/teammates/ui/webapi/DeleteFeedbackResponseCommentAction.java,UM,DM,78.59,UM,20,UM
teammates,UI,src/main/java/teammates/ui/request/FeedbackSessionBasicRequest.java,UM,UM,11.75,DM,60,DM
teammates,UI,src/main/java/teammates/logic/external/AuthService.java,DM,DM,74.21,DM,80,DM
teammates,UI,src/main/java/teammates/ui/output/HasResponsesData.java,UM,UM,1,DM,80,UM
teammates,UI,src/main/java/teammates/storage/entity/FeedbackSession.java,DM,DM,91.54,DM,95,DM
teammates,UI,src/main/java/teammates/common/datatransfer/attributes/package-info.java,DM,DM,88.05,DM,100,DM
teammates,UI,src/main/java/teammates/common/datatransfer/attributes/AccountAttributes.java,DM,DM,78.75,DM,90,DM
teammates,UI,src/main/java/teammates/common/util/TimeHelper.java,DM,DM,80.55,DM,100,DM
teammates,UI,src/main/java/teammates/ui/webapi/FeedbackSessionRemindEmailWorkerAction.java,UM,DM,85.4,UM,20,DM
teammates,UI,src/main/java/teammates/ui/output/OngoingSessionsData.java,UM,UM,1,UM,30,UM
teammates,UI,src/main/java/teammates/common/util/HttpRequest.java,DM,DM,88.21,DM,100,DM
teammates,UI,src/main/java/teammates/common/datatransfer/questions/FeedbackQuestionDetails.java,DM,DM,83.05,DM,90,DM
teammates,UI,src/main/java/teammates/ui/output/FeedbackSessionSubmittedGiverSet.java,UM,UM,1,DM,60,UM
teammates,UI,src/client/java/teammates/client/scripts/statistics/StatisticsPerInstitute.java,DM,DM,115.39,DM,95,DM
teammates,UI,src/client/java/teammates/client/scripts/DataMigrationForSanitizedDataInCourseAttributes.java,DM,DM,127.72,DM,100,DM
teammates,UI,src/main/java/teammates/common/exception/HttpRequestFailedException.java,DM,DM,87.11,DM,95,DM
teammates,UI,src/main/java/teammates/ui/webapi/InvalidOperationException.java,UM,UM,1.27,DM,90,DM
teammates,UI,src/main/java/teammates/ui/webapi/GetInstructorsAction.java,UM,DM,74.73,UM,20,UM
teammates,UI,src/main/java/teammates/ui/webapi/CreateCourseAction.java,UM,DM,76.45,UM,20,UM
teammates,UI,src/main/java/teammates/common/datatransfer/questions/FeedbackRankQuestionDetails.java,DM,DM,85.97,DM,100,DM
teammates,UI,src/main/java/teammates/logic/external/GoogleCloudTasksService.java,DM,DM,127.19,DM,100,DM
teammates,UI,src/client/java/teammates/client/scripts/DataMigrationForSanitizedInstructorName.java,DM,DM,127.72,DM,100,DM
teammates,UI,src/main/java/teammates/common/util/EmailSendingStatus.java,DM,DM,84.99,DM,80,DM
teammates,UI,src/main/java/teammates/logic/external/MailgunService.java,DM,DM,124.91,DM,100,DM
teammates,UI,src/main/java/teammates/ui/webapi/FeedbackSessionRemindParticularUsersEmailWorkerAction.java,UM,DM,83.63,UM,10,UM
teammates,UI,src/main/java/teammates/storage/api/NotificationsDb.java,DM,DM,101.93,DM,100,DM
teammates,UI,src/main/java/teammates/ui/servlets/OriginCheckFilter.java,UM,UM,16.42,UM,10,UM
teammates,UI,src/e2e/java/teammates/e2e/pageobjects/InstructorCourseEditPage.java,DM,DM,77.67,DM,100,DM
teammates,UI,src/main/java/teammates/common/datatransfer/attributes/AccountRequestAttributes.java,DM,DM,78.75,DM,85,DM
teammates,UI,src/main/java/teammates/ui/request/FeedbackQuestionBasicRequest.java,UM,UM,5.71,DM,85,UM
teammates,UI,src/main/java/teammates/ui/webapi/DeleteFeedbackQuestionAction.java,UM,DM,74.47,UM,40,UM
teammates,UI,src/main/java/teammates/common/util/FileHelper.java,DM,DM,85.79,DM,100,DM
teammates,UI,src/main/java/teammates/storage/search/StudentSearchDocument.java,DM,DM,108.94,DM,90,DM
teammates,UI,src/main/java/teammates/common/datatransfer/attributes/FeedbackQuestionAttributes.java,DM,DM,63.87,DM,100,DM
teammates,UI,src/main/java/teammates/storage/api/CoursesDb.java,DM,DM,99.9,DM,100,DM
teammates,UI,src/e2e/java/teammates/e2e/util/Retryable.java,DM,DM,94.98,DM,90,DM
teammates,UI,src/e2e/java/teammates/e2e/pageobjects/InstructorCourseEnrollPage.java,DM,DM,90.58,DM,100,DM
teammates,UI,src/main/java/teammates/logic/external/FirebaseAuthService.java,DM,DM,84.66,DM,90,DM
teammates,UI,src/main/java/teammates/common/datatransfer/package-info.java,DM,DM,88.18,DM,100,DM
teammates,UI,src/main/java/teammates/ui/output/TimeZonesData.java,UM,UM,1,DM,80,UM
teammates,UI,src/main/java/teammates/logic/core/FeedbackResponsesLogic.java,DM,DM,66.85,DM,100,DM
teammates,UI,src/e2e/java/teammates/e2e/cases/axe/InstructorStudentRecordsPageAxeTest.java,DM,DM,117.81,DM,100,DM
teammates,UI,src/e2e/java/teammates/e2e/cases/InstructorStudentRecordsPageE2ETest.java,DM,DM,100.86,DM,100,DM
teammates,UI,src/e2e/java/teammates/e2e/cases/InstructorCourseDetailsPageE2ETest.java,DM,DM,102.47,DM,100,DM
teammates,UI,src/main/java/teammates/logic/external/EmptyAuthService.java,DM,DM,74.12,DM,90,DM
teammates,UI,src/main/java/teammates/common/datatransfer/QueryLogsResults.java,DM,DM,87.18,DM,95,DM
teammates,UI,src/main/java/teammates/ui/request/package-info.java,UM,UM,1,UM,30,UM
teammates,UI,src/e2e/java/teammates/e2e/cases/axe/InstructorCourseStudentDetailsEditPageAxeTest.java,DM,DM,117.48,DM,100,DM
teammates,UI,src/main/java/teammates/storage/entity/Notification.java,DM,DM,100.49,DM,95,DM
teammates,UI,src/main/java/teammates/ui/output/DeadlineExtensionData.java,UM,UM,1.42,DM,90,UM
teammates,UI,src/main/java/teammates/ui/servlets/LogoutServlet.java,UM,UM,11.02,UM,10,UM
teammates,UI,src/main/java/teammates/ui/webapi/GetNotificationsAction.java,UM,DM,75.54,UM,20,UM
teammates,UI,src/e2e/java/teammates/e2e/cases/NotificationBannerE2ETest.java,DM,DM,98.06,DM,100,DM
teammates,UI,src/main/java/teammates/ui/servlets/OAuth2CallbackServlet.java,UM,UM,30.29,UM,10,UM
teammates,UI,src/main/java/teammates/common/datatransfer/questions/FeedbackQuestionType.java,DM,DM,84.99,DM,100,DM
teammates,UI,src/main/java/teammates/storage/api/FeedbackResponseCommentsDb.java,DM,DM,83.82,DM,95,DM
teammates,UI,src/e2e/java/teammates/e2e/cases/axe/AdminAccountsPageAxeTest.java,DM,DM,120.31,DM,100,DM
teammates,UI,src/client/java/teammates/client/scripts/GenerateUsageStatisticsObjects.java,DM,DM,125.33,DM,95,DM
teammates,UI,src/main/java/teammates/common/util/StdOutConsoleHandler.java,DM,DM,85.65,DM,95,DM
teammates,UI,src/main/java/teammates/ui/request/CourseArchiveRequest.java,UM,UM,1,DM,80,UM
teammates,UI,src/main/java/teammates/ui/output/AccountRequestsData.java,UM,UM,1,DM,70,UM
teammates,UI,src/main/java/teammates/logic/external/package-info.java,DM,DM,74.36,DM,95,DM
teammates,UI,src/e2e/java/teammates/e2e/pageobjects/InstructorSearchPage.java,DM,DM,86.3,DM,100,DM
teammates,UI,src/e2e/java/teammates/e2e/pageobjects/DevServerLoginPage.java,DM,DM,97.36,DM,100,DM
teammates,UI,src/main/java/teammates/common/exception/EnrollException.java,DM,DM,87.11,DM,100,DM
teammates,UI,src/e2e/java/teammates/e2e/cases/FeedbackResultsPageE2ETest.java,DM,DM,69.29,DM,100,DM
teammates,UI,src/client/java/teammates/client/scripts/DataMigrationForConstSumForceUnevenDistribution.java,DM,DM,125.81,DM,90,DM
teammates,UI,src/main/java/teammates/common/datatransfer/questions/package-info.java,DM,DM,88.05,DM,90,DM
teammates,UI,src/main/java/teammates/common/datatransfer/attributes/FeedbackSessionAttributes.java,DM,DM,61.39,DM,90,DM
teammates,UI,src/main/java/teammates/common/util/package-info.java,DM,DM,86.18,DM,85,DM
teammates,UI,src/main/java/teammates/common/datatransfer/questions/FeedbackConstantSumDistributePointsType.java,DM,DM,87.9,DM,100,DM
teammates,UI,src/main/java/teammates/ui/output/MessageOutput.java,UM,UM,1,UM,50,UM
teammates,UI,src/main/java/teammates/ui/webapi/GetHasResponsesAction.java,UM,DM,78.3,UM,20,UM
teammates,UI,src/client/java/teammates/client/scripts/DataMigrationForTextQuestionRecommendedLength.java,DM,DM,126.12,DM,100,DM
teammates,UI,src/e2e/java/teammates/e2e/cases/AutomatedSessionRemindersE2ETest.java,DM,DM,96.41,DM,100,DM
teammates,UI,src/e2e/java/teammates/e2e/pageobjects/StudentCourseDetailsPage.java,DM,DM,93.02,DM,100,DM
teammates,UI,src/main/java/teammates/ui/webapi/GetCourseAction.java,UM,DM,72.44,DM,70,UM
teammates,UI,src/main/java/teammates/common/util/FieldValidator.java,DM,DM,70.72,DM,95,DM
teammates,UI,src/main/java/teammates/common/util/TzdbResourceZoneRulesProvider.java,DM,DM,75.63,DM,100,DM
teammates,UI,src/e2e/java/teammates/e2e/cases/axe/StudentHomePageAxeTest.java,DM,DM,120.45,DM,100,DM
teammates,UI,src/main/java/teammates/ui/output/StudentsData.java,UM,UM,1,UM,20,UM
teammates,UI,src/e2e/java/teammates/e2e/cases/InstructorHomePageE2ETest.java,DM,DM,99.32,DM,100,DM
teammates,UI,src/e2e/java/teammates/e2e/cases/package-info.java,DM,DM,99.38,DM,100,DM
teammates,UI,src/main/java/teammates/common/util/HttpRequestHelper.java,DM,DM,80.82,DM,100,DM
teammates,UI,src/e2e/java/teammates/e2e/cases/StudentCourseDetailsPageE2ETest.java,DM,DM,101.98,DM,100,DM
teammates,UI,src/main/java/teammates/ui/webapi/CreateNotificationAction.java,UM,DM,74.81,UM,20,UM
teammates,UI,src/main/java/teammates/ui/webapi/CreateFeedbackSessionLogAction.java,UM,UM,13.45,DM,70,UM
teammates,UI,src/e2e/java/teammates/e2e/pageobjects/InstructorStudentListPage.java,DM,DM,101.07,DM,100,DM
teammates,UI,src/main/java/teammates/common/datatransfer/logs/LogDetails.java,DM,DM,86.99,DM,95,DM
teammates,UI,src/client/java/teammates/client/scripts/statistics/CursorIterator.java,DM,DM,130.74,DM,90,DM
teammates,UI,src/main/java/teammates/common/datatransfer/attributes/DeadlineExtensionAttributes.java,DM,DM,76.85,DM,85,DM
teammates,UI,src/main/java/teammates/logic/core/NotificationsLogic.java,DM,DM,72.76,DM,100,DM
teammates,UI,src/e2e/java/teammates/e2e/cases/FeedbackContributionQuestionE2ETest.java,DM,DM,93.03,DM,100,DM
teammates,UI,src/e2e/java/teammates/e2e/cases/InstructorCourseEnrollPageE2ETest.java,DM,DM,114.88,DM,95,DM
teammates,UI,src/main/java/teammates/ui/request/StudentsEnrollRequest.java,UM,UM,29.82,UM,50,UM
teammates,UI,src/main/java/teammates/ui/webapi/GetStudentsAction.java,UM,DM,76.22,UM,10,UM
teammates,UI,src/e2e/java/teammates/e2e/pageobjects/InstructorSessionIndividualExtensionPage.java,DM,DM,91.37,DM,100,DM
teammates,UI,src/e2e/java/teammates/e2e/pageobjects/AdminNotificationsPage.java,DM,DM,107.56,DM,95,DM
teammates,UI,src/main/java/teammates/ui/webapi/FeedbackSessionResendPublishedEmailWorkerAction.java,UM,DM,83.63,UM,50,UM
teammates,UI,src/client/java/teammates/client/scripts/DataMigrationForTextQuestionDetailsFormat.java,DM,DM,127.41,DM,99,DM
teammates,UI,src/main/java/teammates/logic/core/StudentsLogic.java,DM,DM,104.12,DM,100,DM
teammates,UI,src/main/java/teammates/common/exception/EmailSendingException.java,DM,DM,86.84,DM,100,DM
teammates,UI,src/main/java/teammates/ui/webapi/GetFeedbackSessionAction.java,UM,DM,62.93,UM,10,UM
teammates,UI,src/main/java/teammates/ui/webapi/PublishFeedbackSessionAction.java,UM,DM,79.61,UM,20,UM
teammates,UI,src/main/java/teammates/common/datatransfer/questions/FeedbackRankRecipientsQuestionDetails.java,DM,DM,85.69,DM,100,DM
teammates,UI,src/client/java/teammates/client/scripts/DataMigrationForInstructorNullIsArchivedField.java,DM,DM,127.98,DM,85,DM
teammates,UI,src/main/java/teammates/ui/output/StudentData.java,UM,UM,1,DM,80,UM
teammates,UI,src/main/java/teammates/ui/webapi/SearchInstructorsAction.java,UM,DM,71.86,UM,20,UM
teammates,UI,src/main/java/teammates/logic/external/GoogleRecaptchaService.java,DM,DM,83.44,DM,95,DM
teammates,UI,src/main/java/teammates/ui/webapi/BinCourseAction.java,UM,DM,78.3,UM,0,UM
teammates,UI,src/main/java/teammates/logic/api/EmailGenerator.java,DM,DM,74.94,DM,100,DM
teammates,UI,src/client/java/teammates/client/connector/package-info.java,DM,DM,130.38,DM,100,DM
teammates,UI,src/main/java/teammates/ui/webapi/GetAccountAction.java,UM,DM,67.92,UM,30,UM
teammates,UI,src/main/java/teammates/storage/search/SearchManagerFactory.java,DM,DM,110.63,DM,90,DM
teammates,UI,src/main/java/teammates/ui/output/SendLoginEmailResponseData.java,UM,UM,1,DM,80,UM
